Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,id,journal,author,doi,title,sci_cat,replic,hypo_tested,num_hyp,support,hyp1,hyp2,effect_size,clin_trial,prereg,prereg_link,data_state,open_data,animal,RCT,sig_level,sig_test,pval_sig,pval_type,rel_pval,sample_info,N,N_just
True,4/15/21 14:02,R_1fcLl6qHLEry1YO,anonymous,EN,Whitley Atkins,EJSS,MARTÍNEZ-GUARDADO,doi.org/10.1080/17461391.2018.1564796,Effects of high-intensity resistance circuit-based training in hypoxia on body composition and strength performance,Sport performance,No,Yes,1,Partial support,"We hypothesized that this type of training under hypoxia would have a positive effect on body composition and would cause an increase in physical performance during exercise, in conjunction with an improvement in metabolic parameters.","Overall, strength training using HRC in hypoxia produced trivial increases in lean body mass and BMD, accompanied with improvements in muscular strength. However, metabolic parameters remain unchanged.",Yes,No,No,,No,,No,Yes,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",28,No
True,4/15/21 14:08,R_3lYPGYM6Gq8eH2d,anonymous,EN,Whitley Atkins,EJSS,Bogdanis,10.1080/17461391.2018.1510989,Effects of low volume isometric leg press complex training at two knee angles on force-angle relationship and rate of force development,Biomechanics,No,Yes,1,Unclear or not stated,"It was hypothesised that these two programmes would increase isometric and dynamic strength, as well as explosive muscle performance in a joint angle-specific manner",Unclear,Yes,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",15,No
True,4/15/21 14:17,R_3GvPk279NzOy5YT,anonymous,EN,Whitley Atkins,EJSS,Aibar-Almazán,10.1080/17461391.2019.1595739,"Effects of Pilates on fall risk factors in community-dwelling elderly women: A randomized, controlled trial.",Applied exercise physiology (human),No,Yes,1,Full support,"We hypothesized that a 12-week Pilates exercise programme would have positive effects and reduce the risk of falling by increasing balance confidence, decreasing the fear of falling, and improving postural control","The key findings of the present study show that FoF, balance confidence, and postural stability significantly improved after Pilates exercises",Yes,No,Yes,https://clinicaltrials.gov/ct2/show/NCT03201107,No,,No,Yes,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",110,Yes
True,4/15/21 14:24,R_2mMtXOk1huZEkU1,anonymous,EN,Whitley Atkins,EJSS,Fujii,10.1080/17461391.2018.1503335,Effects of work-matched supramaximal intermittent vs. submaximal constant-workload warm-up on all-out effort power output at the end of 2 minutes of maximal cycling,Sport performance,No,Yes,1,Not supported,"The purpose of this study, therefore, was to test the hypothesis that compared to submaximal constant-workload warm-up performed at 60% maximal VO2(VO2max), a work-matched supramaximal intermit-tent warm-up (i.e. 15 s of supramaximal cycling at aworkload of 120% VO2maxseparated by 65 s ofcycling at a workload of 46% VO2max) results inbetter last-stage maximal-effort exercise performance during the last 30 s of a 120-s supramaximal exercise",We conclude that the warm-up effect on last-spurtsupramaximal  exercise  performance  is  similarbetween work-matched supramaximal intermittent and submaximal constant-workload warm-ups.,No,No,No,,No,,No,No,Yes,Yes,Yes,"Relative (e.g., p < .05)",p <.05,"Yes (e.g., total and group sample sizes provided)",10,No
True,4/16/21 4:40,R_6yE1cKc0ZISx6tX,anonymous,EN,Chris McCrum,EJSS,Jewell,10.1080/17461391.2019.1575912,"Altered multi-muscle coordination patterns in habitual forefoot runners during a prolonged, exhaustive run",Motor learning/control/behavior,No,Yes,3,Full support,we hypothesized that: (1) there would be fatigue of the plantar flexors and thus a decrease in the total summed intensity of activation of the plantar flexor EMG;,The results of this study are in support of our primary hypothesis and suggests that forefoot runners experience a change in lower extremity muscle coordination patterns over the course of an exhaustive run.,Yes,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",13,Yes
True,4/16/21 4:56,R_2vib9ND6b80wkbm,anonymous,EN,Chris McCrum,EJSS,Harris,10.1080/17461391.2018.1560508,An external focus of attention promotes flow experience during simulated driving,Motor learning/control/behavior,No,Yes,2,Full support,"It was predicted, based on a range of previous work (McNevin et al., 2003; Wulf, 2013), that an external focus would promote improved performance, motor control and attention, and as a result, greater flow experience.","In line with our primary hypothesis, external focus instructions lead to greater self-reported flow.",Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",33,Yes
True,4/16/21 5:07,R_31GkV8wafkrMf03,anonymous,EN,Chris McCrum,EJSS,Hoenig,10.1080/17461391.2018.1519040,Analysis of running stability during 5000 m running,Biomechanics,No,Yes,2,Not supported,our hypothesis was that local dynamic running stability (measured by the largest Lyapunov exponent λ) decreases during exercise due to fatigue.,"Contrary to our hypothesis, the findings from this study suggest that thorax and pelvis LDS increases during exhaustive running.",Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",30,No
True,4/16/21 8:37,R_x58JZeQJTRdOBsR,anonymous,EN,Joe Warne,JSAMS,Lovell,10.1016/j.jsams.2019.04.007,Biological maturation and match running performance: A national football (soccer) federation perspective,Sport performance,No,No,,,,,No,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p <.05,"Yes (e.g., total and group sample sizes provided)",278,No
True,4/16/21 8:42,R_24kNooVuijO6VFU,anonymous,EN,Joe Warne,JSAMS,Carson,10.1016/j.jsams.2019.01.003,Associations between meeting the Canadian 24-Hour Movement Guidelines for the Early Years and behavioral and emotional problems among 3-year-olds,Motor learning/control/behavior,No,Yes,2,Full support,We hypothesized that children meeting more recom-mendations within the guidelines would have fewer behavioral andemotional problems,Children meeting more recommendationswithin the guidelines had lower behavioral and emotional prob-lems as measured by the CBCL.,No,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",805,No
True,4/16/21 8:46,R_1OlxL8pmI3DBTas,anonymous,EN,Joe Warne,JSAMS,Ruddick,10.1016/j.jsams.2019.06.008,Epidemiology of bone stress injuries in Australian high performance athletes: A retrospective cohort study,Epidemiology,No,No,,,,,No,No,No,,No,,No,No,Yes,Yes,No,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",11942,No
True,4/16/21 8:51,R_C1fZKACxRCqEcVj,anonymous,EN,Joe Warne,JSAMS,Sayers,10.1016/j.jsams.2019.04.005,The influence of bowling velocity on movement variability in experienced older aged lawn bowlers,Sport performance,No,Yes,1,Not supported,It was predicted that the more experienced play-ers would exhibit more variability in these variables throughoutthe backswing phase of the delivery while also having a high levelof consistency in the orientation of the bowl at the point of release(the most crucial point in the bowling action),"However, par-ticipants in this study had very consistent bowl positions at bothBackswing and Release points during the Draw deliveries (i.e. smallmean SD values), with the slightly greater anteroposterior meanSD values at Release probably being a reflection of the concomitantslight increases in stride length.",Yes,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",25,No
True,4/16/21 8:57,R_2ZK6aoeuvJACnPI,anonymous,EN,Claudia Romero,MSSE,JANG,10.1249/MSS.0000000000002011,Endurance Exercise Prevents Metabolic Distress–induced Senescence in the Hippocampus,Basic physiology (animal and cell physiology),No,Yes,1,Full support,"we postulated that the EXE-induced reversion of obesity-induced senescence would be associated with anti-inflammation and antioxidative stress, providing neuroprotection against metabolic disorder.","Taken together, our study suggests that an EXE-induced neuroprotective mechanism against metabolic disorder in the hippocampus may be associated with neuronal senescence prevention.",No,No,No,,No,,Yes,Yes,Yes,Yes,Yes,"Relative (e.g., p < .05)",p <.05,"Yes (e.g., total and group sample sizes provided)",33,No
True,4/16/21 14:38,R_2uyV0dy1MGWQg7y,anonymous,EN,Chris McCrum,EJSS,MacKenzie-Shalders,10.1080/17461391.2018.1561951,Are increases in skeletal muscle mass accompanied by changes to resting metabolic rate in rugby athletes over a pre-season training period?,Applied exercise physiology (human),No,Yes,2,Full support,"It is hypothesised that measured RMR will be under-predicted by conventional equations based on body mass, due to the athletes’ higher relative contribution of lean mass to body mass, and thus RMR.","However, the measured RMR post-preseason was less than that predicted from the LBM-RMR or LBM and FFM-RMR prediction equation developed at baseline.",Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p <.05,"Yes (e.g., total and group sample sizes provided)",18,Yes
True,4/16/21 17:36,R_3qdNz6GuD6zEAMI,anonymous,EN,Whitley Atkins,EJSS,Astorino,10.1080/17461391.2019.1619840,Enjoyment and affective responses to two regimes of high intensity interval training in inactive women with obesity,Applied exercise physiology (human),No,No,,,,,Yes,No,No,,No,,No,Yes,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",17,No
True,4/16/21 17:57,R_2v9dPQ4HjCGI4Wl,anonymous,EN,Whitley Atkins,EJSS,Cabanas-Sánchez,10.1080/17461391.2018.1551425,Environmental correlates of total and domain-specific sedentary behaviour in young people. The UP&DOWN study,Applied exercise physiology (human),No,No,,,,,No,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",2225,No
True,4/17/21 14:20,R_2QQIJOL5FZHqKpX,anonymous,EN,Claudia Romero,MSSE,GARNVIK,10.1249/MSS.0000000000002074,Estimated Cardiorespiratory Fitness and Risk of Atrial Fibrillation: The Nord-Trøndelag Health Study,Epidemiology,No,Yes,1,,We hypothesized that eCRF is inversely associated with incident AF and that improved eCRF over a 10-yr period results in less risk of developing AF.,"we found that higher levels of eCRF were associated with lower risk of new-onset AF. Furthermore, we showed that those who improved their eCSR over a 10-year period had lower risk of developing AF compared with those who decreased eCRF. ",Yes,No,No,,No,,No,No,No,,,,,"Yes (e.g., total and group sample sizes provided)",39844,No
True,4/17/21 14:21,R_3FPChsxJs6iYsJ6,anonymous,EN,Chris McCrum,EJSS,Chao,10.1080/17461391.2019.1595741,Association of electrocardiographic left and right ventricular hypertrophy with physical fitness of military males: The CHIEF study,Applied exercise physiology (human),No,Yes,1,Unclear or not stated,We hypothesize that the presence of ECG-LVH or ECG-RVH may reflect the exercise performance of well-trained military males.,Our principal findings were that military males with ECG-LVH tended to have better performance in the 3000-meter run compared to the unaffected males despite little practical relevance.,Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",2587,No
True,4/17/21 15:18,R_1pS72mS6EGuqAz6,anonymous,EN,Claudia Romero,MSSE,RICE,10.1249/MSS.0000000000002039,Estimating Tibial Stress throughout the Duration of a Treadmill Run,Biomechanics,No,Yes,2,Full support,It was hypothesized that the stresses acting at the anterior and posterior peripheries of the tibia would be relatively more repeatable than those at the medial and lateral peripheries. ,"In support of the hypotheses, peak stresses at the anterior and posterior peripheries were relatively more repeatable between sessions than at the medial and lateral peripheries. ",Yes,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",14,No
True,4/17/21 15:48,R_z727RtTP3OYjU5P,anonymous,EN,Claudia Romero,MSSE,GARTEN,10.1249/MSS.0000000000002014,Examining Arm Vascular Function and Blood Flow Regulation in Row-trained Males,Applied exercise physiology (human),No,Yes,1,Full support,"We hypothesized that, as rowing is predominately aerobic, the row-trained group would exhibit greater vascular function, specifically greater BA dilation to a given shear stimulus, and unaltered arm blood flow during submaximal handgrip exercise.","Thus, this study revealed greater shear-induced dilation and lower BA blood flow during armexercise in row-trained males and that likely results from aerobic adaptations to row training (i.e., increased oxygen extraction, increased work efficiency) as opposed to power/strength adaptations.",No,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",23,No
True,4/17/21 16:08,R_28IldemwKn0niMp,anonymous,EN,Claudia Romero,MSSE,VERBRUGGHE,10.1249/MSS.0000000000002078,Exercise Intensity Matters in Chronic Nonspecific Low Back Pain Rehabilitation,Clinical research,No,No,,,,,Yes,Yes,Yes,NCT02786316,No,,No,Yes,Yes,No,,,,"Yes (e.g., total and group sample sizes provided)",38,Yes
True,4/17/21 16:38,R_2aCy6rbTVyUbTNI,anonymous,EN,Claudia Romero,MSSE,ROBERTS,10.1249/MSS.0000000000002071,Extended Sleep Maintains Endurance Performance Better than Normal or Restricted Sleep,Sport performance,No,No,,,,,Yes,No,No,,No,,No,No,Yes,Yes,No,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",9,No
True,4/18/21 10:53,R_2s1AAOAgaZe5YRj,anonymous,EN,Claudia Romero,MSSE,RANDELL,10.1249/MSS.0000000000001973,Fat Oxidation Rates in Professional Soccer Players,Applied exercise physiology (human),No,Yes,1,Partial support,"We hypothesized that, if there are no significant changes in the aforementioned variables that contribute to changes in fat metabolism, then there would be no significant difference in individual fat oxidation curves when test 1 is compared with test 2.","When analyzing the change in individual fat oxidation curves between year 1 and year 2, we found no difference in the curve concavity in 80% of our population.",Yes,No,No,,No,,No,No,Yes,Yes,No,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",16,No
True,4/18/21 17:54,R_vB2mZT9pcnQu1XP,anonymous,EN,Claudia Romero,MSSE,SCHLÜTER,10.1249/MSS.0000000000002081,Feasibility of Two High-Intensity Interval Training Protocols in Cancer Survivors,Clinical research,No,No,,,,,No,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",40,No
True,4/18/21 18:19,R_32JeTQ4tUfVaxd4,anonymous,EN,Claudia Romero,MSSE,STIFFLER-JOACHIM,10.1249/MSS.0000000000002023,Foot Angle and Loading Rate during Running Demonstrate a Nonlinear Relationship,Biomechanics,No,Yes,1,Not supported,We hypothesized that the relationship between FIA and VLR would be more accurately described using curvilinear methods and that sex and sport would not change the relationship between FIA and VLR.,"When comparing linear and curvilinear models for the entire sample of data, the cubic model was superior to both the linear and quadratic model in estimating AVLR from FIA (Table 2).",No,No,No,,Yes,Yes,No,No,Yes,Yes,Yes,"Relative (e.g., p < .05)",p < .001,"Yes (e.g., total and group sample sizes provided)",170,No
True,4/18/21 18:58,R_1pmJtan3nzC2zZs,anonymous,EN,Claudia Romero,MSSE,O’HARA,10.1249/MSS.0000000000002072,Fuel Use during Exercise at Altitude in Women with Glucose–Fructose Ingestion,"Environmental physiology (heat, cold, & altitude)",No,No,,,,,Yes,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",5,Yes
True,4/18/21 19:56,R_DekJfNSoyc4M4HT,anonymous,EN,Claudia Romero,MSSE,SATO,10.1249/MSS.0000000000001991,High-Frequency Stimulation on SkeletalMuscle Maintenance in Female Cachectic Mice,Basic physiology (animal and cell physiology),No,Yes,1,Full support,We hypothesized that female cachectic mice would attenuate the loss of muscle mass and myofiber CSA with HFES as seen in male mice.,"As noted above, 2 wk of HFES at the time of tumor inoculation can increase muscle mass in female mice bearing the colon-26 adenocarcinoma (4). Our data are consistent with their results. We report that 2 wk of HFES increased TA muscle mass by 5% in the Min mice.",No,No,No,,No,,Yes,Yes,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p <.05,"Yes (e.g., total and group sample sizes provided)",40,No
True,4/18/21 20:16,R_2EEnz1KZSPDROFK,anonymous,EN,Claudia Romero,MSSE,ROSS,10.1249/MSS.0000000000001969,High-Intensity Aerobic Exercise Acutely Increases Brain-derived Neurotrophic Factor,Applied exercise physiology (human),No,Yes,2,Not supported,"We hypothesized that 1) compared with nondepressed control participants, depressed participants would exhibit significantly reduced BDNF,","Contrary to our expectation, there were no group differences in either serum BDNF or cortisol levels.",Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",28,No
True,4/19/21 4:12,R_12fiTNV6mGVf1fZ,anonymous,EN,Joe Warne,JSAMS,Chan,10.1016/j.jsams.2019.05.002,The A + FMS cluster randomized controlled trial: An assessment-based intervention on fundamental movement skills and psychosocial outcomes in primary schoolchildren,Motor learning/control/behavior,No,Yes,1,Partial support,"We hypothe-sised that application of the principles of formative assessmentin primary PE would help improve students’ FMS competence,perceived physical competence, perceived movement skill com-petence, perceived teacher support, and PE enjoyment amongprimary schoolchildren.","The school-based A + FMS intervention was effective inincreasing children’s FMS proficiency and perceptions of teachersupport, but not their perceived competence or enjoyment of PE",Yes,No,Yes,CUHK CCRB00479,No,,No,Yes,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",276,Yes
True,4/19/21 4:15,R_ZKSdScv60yb6DPX,anonymous,EN,Joe Warne,JSAMS,Sanders,10.1016/j.jsams.2019.04.012,Passive range of motion of the hips and shoulders and their relationship with ball spin rate in elite finger spin bowlers,Biomechanics,No,No,,,,,Yes,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",16,No
True,4/19/21 4:19,R_3s1bxoFcPfCYdKN,anonymous,EN,Joe Warne,JSAMS,Diffendaffer,10.1016/j.jsams.2019.01.012,The influence of mound height on baseball movement and pitching biomechanics,Biomechanics,No,Yes,3,Not supported,"moundheight would affect the pitcher’s (1) ball movement (e.g., velocity,spin and break)","hypothesis that ball movement (velocity, spin, and break)would vary with mound height was not supported by the results.",No,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",20,No
True,4/19/21 4:24,R_1goPlEN4kmg087g,anonymous,EN,Joe Warne,JSAMS,Kittel,10.1016/j.jsams.2019.03.012,Using 360◦ virtual reality as a decision-making assessment tool in sport,Motor learning/control/behavior,No,No,,,,,Yes,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",28,No
True,4/19/21 4:28,R_3k0QEE1spwZEiHA,anonymous,EN,Joe Warne,JSAMS,Schwab,10.1016/j.jsams.2019.05.019,Mechanisms of traumatic injury to the shoulder girdle in the Australian Football League,Biomechanics,No,No,,,,,No,No,No,,No,,No,No,Yes,Yes,No,"Relative (e.g., p < .05)",p <.05,"Yes (e.g., total and group sample sizes provided)",24,No
True,4/19/21 4:39,R_DOfP1gR5rFzmBSF,anonymous,EN,Joe Warne,JSAMS,McKay,10.1016/j.jsams.2018.12.015,Acute carbohydrate ingestion does not influence the post-exercise iron-regulatory response in elite keto-adapted race walkers,Applied exercise physiology (human),No,No,,,,,No,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",27,No
True,4/19/21 4:44,R_2fIrFPPQ1J9wgOz,anonymous,EN,Joe Warne,JSAMS,Duhig,10.1016/j.jsams.2019.01.010,"Effect of concentric and eccentric hamstring training on sprint recovery, strength and muscle architecture in inexperienced athletes",Applied exercise physiology (human),No,Yes,1,Not supported,"We hypothesised that adaptationsinduced by eccentric training would, in comparison with concen-tric training, result in a better maintenance of sprint performancebetween sessions and reduced markers of muscle damage (passivehamstring torques, perceived muscle soreness and venous crea-tine kinase levels (CK))","Contrary to our hypothesisand despite significant between- group differences in BFLHfasciclelengths and PA before sprint session 1, there were no between-group differences for sprint performance decrements or markersof muscle damage",Yes,No,No,,No,,No,Yes,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",30,No
True,4/19/21 4:48,R_1GQzUfVok7CiR57,anonymous,EN,Joe Warne,JSAMS,Kingsley,10.1016/j.jsams.2018.12.003,Wrist-specific accelerometry methods for estimating free-living physical activity,Other,No,No,,,,,Yes,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",110,No
True,4/19/21 5:01,R_1eRXxmkxlaluakG,anonymous,EN,Joe Warne,JSAMS,Gamage,10.1016/j.jsams.2018.11.025,"Match injuries in Sri Lankan junior cricket: A prospective, longitudinal study",Epidemiology,No,No,,,,,No,No,No,,No,,No,No,No,,,,,"Yes (e.g., total and group sample sizes provided)",573,No
True,4/19/21 5:04,R_3hA7KRC5NgbrFZV,anonymous,EN,Joe Warne,JSAMS,Chambers,10.1016/j.jsams.2019.01.001,Automatic detection of one-on-one tackles and ruck events using microtechnology in rugby union,Biomechanics,No,Yes,1,Full support,"It was hypothesised that using the accelerometer,magnetometer and gyroscope data provided, an algorithm couldbe developed to automate detection of tackles and rucks in rugbyunion",Results demonstrate thatruck and tackle events can be correctly detected when applyinga specifically-designed algorithm to microtechnology data dur-ing international match-play.,No,Yes,No,,No,,No,No,No,,,,,"Yes (e.g., total and group sample sizes provided)",12,No
True,4/19/21 5:09,R_20NcDKtyh8AINiA,anonymous,EN,Joe Warne,JSAMS,Csapo,10.1016/j.jsams.2018.06.014,"Fitness, knee function and competition performance in professional alpine skiers after ACL injury",Sport performance,No,No,,,,,Yes,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",46,No
True,4/19/21 5:20,R_1Qo9NJegMIJ26TK,anonymous,EN,Joe Warne,JSAMS,Oliver,10.1016/j.jsams.2019.06.001,Functional differences in softball pitchers with and without upper extremity pain,Biomechanics,No,Yes,1,Partial support,It was hypothesized that pitchers classified withupper extremity pain would display significantly lower ball speedsas well as decreased throwing side shoulder and bilateral hip rota-tional ROM and ISO than those pitchers classified as pain free.,"Though there were no signif-icant differences in ball speed between the two groups, there weredifferences in ROM and ISO.",Yes,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",53,No
True,4/19/21 5:28,R_cRNRAbeY2vlCrWV,anonymous,EN,Joe Warne,JSAMS,Vella,10.1016/j.jsams.2019.07.011,"Sports Participation, Health Behaviours, and Body Fat during Childhood and Early Adolescence: A Multiple Mediation",Epidemiology,No,Yes,1,Not supported,we hypothesise that sportsparticipation will be negatively associated with adiposity overtime through increased physical activity,the direct effects of sport participa-tion at age 10 on adiposity at age 14 were not significant,No,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",4286,No
True,4/19/21 5:30,R_yR61VD32LLhGeYh,anonymous,EN,Joe Warne,JSAMS,Ekeland,10.1016/j.jsams.2018.07.011,Injuries among children and adults in alpine skiing and snowboarding,Epidemiology,No,No,,,,,No,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",7695,No
True,4/19/21 5:50,R_1dhv5D3i5AR4PB5,anonymous,EN,Joe Warne,JSAMS,Bennett,10.1016/j.jsams.2018.12.011,Assessing the validity of a video-based decision-making assessment for talent identification in youth soccer,Motor learning/control/behavior,No,Yes,4,Full support,It was hypothesisedthat older players would have superior decision-making perfor-mances (i.e. a higher response accuracy and a faster responsetime) when compared with younger players,"As hypoth-esised, the older players were faster at responding in eachsituation, when compared with their younger counterparts.",Yes,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",328,No
True,4/19/21 5:54,R_1JQHMZzrgaXi1B2,anonymous,EN,Joe Warne,JSAMS,Leventer,10.1016/j.jsams.2018.12.001,Intra-seasonal variation of injury patterns among German Bundesliga soccer players,Epidemiology,No,No,,,,,Yes,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",1448,No
True,4/19/21 6:35,R_8vUFurhS8jTqaVX,anonymous,EN,Joe Warne,JSAMS,Toohey,10.1016/j.jsams.2019.06.002,Epidemiology of elite sprint kayak injuries: A 3-year prospective study,Epidemiology,No,No,,,,,No,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",63,No
True,4/19/21 6:41,R_DGA1jmHp0XRHbSp,anonymous,EN,Joe Warne,JSAMS,Dickson,10.1016/j.jsams.2018.08.005,"Snowsport experience, expertise, lower limb injury andsomatosensory ability",Biomechanics,No,No,,,,,Yes,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",75,No
True,4/19/21 6:46,R_21vR12lLlA1SI1N,anonymous,EN,Joe Warne,JSAMS,Porter,10.1016/j.jsams.2019.07.001,The effects of hyperoxia on repeated sprint cycling performance &muscle fatigue,Sport performance,No,Yes,2,Partial support,It was hypothesised that repeated sprint cycle performancewould decrease to a larger degree in the normoxia condition com-pared with the hyperoxia condition.,participants were able to maintain a higher mean power output (across the 10 sprints).,Yes,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",14,No
True,4/19/21 6:54,R_cZMZ5oyamGevZq9,anonymous,EN,Joe Warne,JSAMS,McIntosh,10.1016/j.jsams.2019.02.004,An assessment of the utility and functionality of wearable head impact sensors in Australian Football,Biomechanics,No,No,,,,,No,No,No,,No,,No,No,No,,,,,"Yes (e.g., total and group sample sizes provided)",26,No
True,4/19/21 8:22,R_3MuJkyf8QYISOtM,anonymous,EN,Joe Warne,JSAMS,Renoux,10.1016/j.jsams.2019.01.007,Ultrasound-detected connective tissue involvement in acute muscle injuries in elite athletes and return to play: The French National Institute of Sports (INSEP) study,Clinical research,No,Yes,2,Partial support,We tested the hypothesis thatmuscle injuries exhibiting connective tissue involvement are asso-ciated with longer recovery times when compared to those withoutsuch involvement,"Furthermore, considering only thetype of injury, we found that recovery times were longer for athletesexhibiting C injuries in comparison with those having M injuries ingeneral. However, when specifically comparing the same gradesfrom different types of injury (2M vs. 2C and 3M vs. 3C), no signifi-cant differences were found in the time needed to RTP.",No,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",70,No
True,4/19/21 8:35,R_31deg2jJG9HflTi,anonymous,EN,Joe Warne,JSAMS,Cobley,10.1016/j.jsams.2018.12.013,Removing relative age effects from youth swimming: The development and testing of corrective adjustment procedures,Sport performance,No,No,,,,,Yes,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",553,No
True,4/19/21 8:42,R_1OAZkxQivDxBzrz,anonymous,EN,Joe Warne,JSAMS,Northey,10.1016/j.jsams.2019.01.004,Can the intensity of physical activity be accurately measured in older adults using questionnaires?,Epidemiology,No,No,,,,,Yes,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",169,No
True,4/19/21 8:50,R_2v16Ssxx56j3vnd,anonymous,EN,Joe Warne,JSAMS,Altenburg,10.1016/j.jsams.2018.12.016,Standing is not enough: A randomized crossover study on the acute cardiometabolic effects of variations in sitting in healthy young men,Applied exercise physiology (human),No,No,,,,,No,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p <.05,"Yes (e.g., total and group sample sizes provided)",22,Yes
