StartDate,EndDate,id,journal,author,doi,title,sci_cat,replic,hypo_tested,num_hyp,support,hyp1,hyp2,effect_size,clin_trial,prereg,prereg_link,data_state,open_data,animal,RCT,sig_level,sig_test,pval_sig,pval_type,rel_pval,sample_info,N,N_just,Team Leader Notes
4/3/21 14:57,4/3/21 15:06,Vanessa Yingling,MSSE,COLETTA,10.1249/MSS.0000000000002048,High-Intensity Interval Training Is Feasible in Women at High Risk for Breast Cancer,Clinical research,No,Yes,1,Full support,We hypothesized that HIIT would be feasible in women at heightened risk for breast cancer.,"Overall, HIIT is feasible based on the observed high adherence and compliance to the HIIT protocol and retention to the 12-wk intervention within this high-risk patient population.",No,Yes,Yes,NCT02923401,No,,No,Yes,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p <.05,"Yes (e.g., total and group sample sizes provided)",44,Yes,"Effect_size resolved, Hyp- SH looking for “hypoth” in discussion, SH missed pre-reg, Pval_sig resolved, p type mix based on exact and ralative in table 1, n justification"
4/5/21 9:25,4/5/21 9:28,Vanessa Yingling,MSSE,TROSCHEL,10.1249/MSS.0000000000002067,High-Intensity Physical Exercise in a Glioblastoma Patient under Multimodal Treatment,Clinical research,No,No,,,,,No,No,No,,No,,No,No,No,,,,,"Yes (e.g., total and group sample sizes provided)",1,No,
4/5/21 9:30,4/5/21 9:37,Vanessa Yingling,MSSE,GORDON,10.1249/MSS.0000000000002053,High-Intensity Single-Leg Cycling Improves Cardiovascular Disease Risk Factor Profile,Applied exercise physiology (human),No,Yes,1,Not supported,"We hypothesized that high-intensity singleleg interval cycling (HITSL) would induce greater changes in whole-body aerobic capacity, blood pressure, lipid profile, glucose, and body fat when compared with high-intensity doubleleg interval cycling (HITDL) and moderate-intensity double-leg continuous cycling (MCTDL).",all three exercise conditions positively influenced key CVD risk factors without significant differences between modalities,Yes,Yes,Yes,ACTRN12616000444482,No,,No,Yes,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p <.05,"Yes (e.g., total and group sample sizes provided)",53,Yes,"Effect_size resolved, Hyp-after discussion and rereading of support, agreed on non suported, VY agree with mix., Pval_sig resolved"
4/5/21 9:41,4/5/21 9:46,Vanessa Yingling,MSSE,STONE,10.1249/MSS.0000000000002062,Horizontal Crank Position Affects Economy and Upper Limb Kinematics of Recumbent Handcyclists,Biomechanics,No,Yes,1,Full support,"It was hypothesized that the closest and furthest horizontal crank positions would be the least economical, as these configurations differ most from what has been observed in our laboratory.",The results confirmed the hypothesis that 97% and 100% horizontal crank positions were more economical than 94% and 103% positions at 70% POPeak.,Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p <.05,"Yes (e.g., total and group sample sizes provided)",15,Yes,"Sci_Cat majority choice, Effect_size resolved, hyp- SH missed hyp, VY missed female participants, mixed p-0.04 in results, a priori power analysis"
4/5/21 17:38,4/5/21 17:47,Vanessa Yingling,MSSE,TOURON,10.1249/MSS.0000000000001992,Impact of Eccentric or Concentric Training on Body Composition and Energy Expenditure,Basic physiology (animal and cell physiology),No,Yes,1,Full support,"we hypothesized that after training at iso-V˙O2 changes in total body mass (TBM) and fat body mass (FBM) would be the same in ECC- and CONtrained animals. Conversely, downhill exercise training at the same mechanical power as uphill running (but half the V˙ O2) would result in lesser changes in body composition but would have more of an osteogenic impact.","As per the working hypothesis, conditions of iso-V˙ O2 training (ECC30 and CON) resulted in effects of similar magnitudes on FBM as compared to the isopower lower V˙ O2 condition (ECC15).",Yes,No,No,,No,,Yes,Yes,Yes,Yes,Yes,"Relative (e.g., p < .05)",p < 0.10,"Yes (e.g., total and group sample sizes provided)",60,Yes,"Effect_size resolved, Hyp- VY mistake on number, Hyp- SH looking for “hypoth” in discussion, Pval_sig resolved"
4/5/21 17:55,4/5/21 18:01,Vanessa Yingling,MSSE,SHERK,10.1249/MSS.0000000000002082,Impact of Exercise and Activity on Weight Regain and Musculoskeletal Health Post-Ovariectomy,Basic physiology (animal and cell physiology),No,Yes,1,Unclear or not stated,"We hypothesized that regular exercise would counteract the biological drive to regain weight by preserving insulin sensitivity, mitochondrial biogenesis, bone mass, and fat oxidation in muscle, bone, and liver, and the resulting EE that might otherwise decrease with the removal of ovarian hormones.",UNCLEAR,Yes,No,No,,No,,Yes,Yes,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p <.01,"Yes (e.g., total and group sample sizes provided)",44,Yes,"Effect_size resolved, Hyp after discussion CRM agreed with unclear, Pval_sig resolved, sample size based on previous work, exact p values in results so mix at .01"
4/6/21 17:23,4/6/21 17:31,Vanessa Yingling,MSSE,BUYSE,10.1249/MSS.0000000000002084,Improving the Diagnosis of Nonfunctional Overreaching and Overtraining Syndrome,Applied exercise physiology (human),No,No,,,,,Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p <.05,"Yes (e.g., total and group sample sizes provided)",100,No,"Sci_Cat majority choice, Effect_size resolved, resolved sig_level, "
4/6/21 17:43,4/6/21 17:50,Vanessa Yingling,MSSE,FORSYTH,10.1249/MSS.0000000000001978,Independent Influence of Spinal Cord Injury Level on Thermoregulation during Exercise,Applied exercise physiology (human),No,Yes,2,Full support,"It was hypothesized that a clear graded effect of lesion level on thermoregulatory capacity would emerge, with athletes with TP experiencing the greatest increase in core temperature",heat loss was clearly so impaired in our participants with TP that the rise in core temperature was still greater in all of these participants compared with all participants with SCI lesions at T3 or below despite a 2-W·kg−1 lower Hprod,No,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p <.05,"Yes (e.g., total and group sample sizes provided)",31,No,"Sci_Cat majority choice,  Effect_size resolved, Hyp-SH missed hyp, exact p values in results so mixed"
4/6/21 17:54,4/6/21 18:08,Vanessa Yingling,MSSE,HEGYI,10.1249/MSS.0000000000002060,Individual Region- and Muscle-specific Hamstring Activity at Different Running Speeds,Applied exercise physiology (human),No,Yes,2,Not supported,"We hypothesized that, with increasing speed, a general increase in hamstrings activity would occur with comparably smaller changes in MTU strains.","Contrary to our primary hypothesis, at the group level, proximal–distal and intermuscular statistical differences were not detected in BFlh or ST at any of the running speeds.",No,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",13,Yes,"Sci_Cat MSSE choice, Effect_size resolved, Hyp- VY mistake on #, Hyp- SH looking for “hypoth” in discussion, Pval_sig resolved, Ptype resolved to exact"
4/7/21 7:32,4/7/21 8:17,Vanessa Yingling,MSSE,WENDER,10.1249/MSS.0000000000002016,Interactive Virtual Reality Reduces Quadriceps Pain during High-Intensity Cycling,Applied exercise physiology (human),No,Yes,1,Partial support,"We hypothesized that, compared with the static VR/motor imagery control group, the I-VR group would show better performance and report increasingly less pain intensity in response to three brief high-intensity cycling bouts.","The primary finding of this investigation was that, compared with a static VR/motor imagery control condition in which an HMD presented a static scene and participants mentally imagined moving through it while cycling, I-VR reduced quadriceps pain intensity caused by repeated bouts of brief, high-intensity, fatigue-inducing leg cycling in healthy adults.he data did not support the hypothesized improvement in cy- cling performance caused by I-VR, although cycling perfor- mance was not worse with I-VR, and the psychophysiological concomitants of heart rate and perceived exertion did not differ in the two conditions.",Yes,No,No,,No,,No,Yes,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",94,Yes,"Sci_Cat MSSE choice, Effect_size resolved, Hyp- after discussion agree on partical support, N-resolved using number completed, Pval_sig resolved, N_just under primary analysis., figures p<0.05 but discussed in text with exact"
4/7/21 8:17,4/7/21 8:24,Vanessa Yingling,MSSE,DAMOTA,10.1249/MSS.0000000000002049,Ischemic Preconditioning Maintains Performance on Two 5-km Time Trials in Hypoxia,Sport performance,No,Yes,1,Partial support,We hypothesized that IPC would improve performance in the 5-km TT1 and would mitigate the decline in performance on the 5-km TT2 (1 h later) due to the delayed effect from IPC.,"Our main finding is that although IPC did not improve performance (immediately or 2 h later), it prevented a performance decrement after previous exhaustive exercise (~2 h post- IPC). IPC maintained the performance of a second TT similar to the first one, whereas SHAM resulted in a significantly deteriorated performance",Yes,No,No,,No,,No,Yes,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < 0.10,"Yes (e.g., total and group sample sizes provided)",13,Yes,"Sci_Cat majority choice, Hyp Hyp- SH looking for “hypoth” in discussion, Pval_sig resolved, a priori sample calculation"
4/7/21 17:24,4/7/21 17:28,Vanessa Yingling,MSSE,IZEM,10.1249/MSS.0000000000002005,Kinetics of Left Ventricular Mechanics during Transition from Rest to Exercise,Applied exercise physiology (human),No,Yes,1,Partial support,"we hypothesized that the fast SV increase at exercise onset would result mainly from the rapid improvement in diastolic function, implying an important LV untwist contribution","2) after the first minute, diastolic filling is driven mainly by LV untwisting via twist-untwist coupling. ",Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p <.05,"Yes (e.g., total and group sample sizes provided)",28,No,"Effect_size resolved, Hyp SH & VY agree with CRM and partial, p values in figures, Fig 3 p<0.05 but not exact in text so mixed"
4/7/21 17:37,4/7/21 17:46,Vanessa Yingling,MSSE,GILES,10.1249/MSS.0000000000002085,Load Carriage and Physical Exertion Influence Cognitive Control in Military Scenarios,Applied exercise physiology (human),No,Yes,1,Full support,we predicted decrements in performance with increasing load carriage on go/no-go response inhibition performance.,"Findings suggest that load carriage and sustained physical exertion impaired response inhibition performance, as evidenced by a lower proportion of correct responses, higher proportion of false alarms, and lower response sensitivity between all three load conditions, particularly upon successive foot marches and blocks within each foot march",Yes,No,No,,No,,No,No,no,Yes,Yes,A mix: some exact and relative p-value(s),p <.05,"Yes (e.g., total and group sample sizes provided)",31,No,"Sci_Cat MSSE choice, Effect_size resolved, Hyp- SH looking for “hypoth” in discussion, pvalue CRM and VY were literal, Pval_sig resolved, pval type not filled in SH, sig_level no but we answered the following questions since they had p values in results. "
4/7/21 17:51,4/7/21 17:55,Vanessa Yingling,MSSE,CHAN,10.1249/MSS.0000000000001956,Loading Behaviors Do Not Match Loading Abilities Postanterior Cruciate Ligament Reconstruction,Clinical research,No,Yes,1,Full support,It is hypothesized that individuals 10 to 14 wk post-ACLr will exhibit decreased loading symmetry when performing bilateral tasks in uninstructed or covert conditions (natural loading behavior).,These data also suggest that 3 months post-ACLr individuals may have impaired ability to load the limbs symmetrically without proper performance feedback.,Yes,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",40,Yes,"Sci_Cat majority choice, Effect_size resolved,Hyp SH missed hyp, CRM agree with support , N=20 exp and 20 control, a priori sample size analysis mentioned\ pvalue-CRM & VY coded literally. Pval_sig resolved"
4/8/21 17:19,4/8/21 17:27,Vanessa Yingling,MSSE,CHOU,10.1249/MSS.0000000000002029,Low Stroke Volume during Exercise with Hot Skin Is Due to Elevated Heart Rate,Applied exercise physiology (human),No,Yes,2,Full support,We hypothesized that the decrease in SV would be prevented when the increase in HR is prevented by βB even when Tsk is ≥38° C.,This study demonstrates that when the HR acceleration associated with hot Tsk during exercise was prevented the associated SV reduction was reversed,Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p <.05,"Yes (e.g., total and group sample sizes provided)",9,No,"Sci_Cat majority choice, Effect_size resolved, Hyp SH missed 2nd hyp, exact p values in results so mixed"
4/7/21 18:03,4/7/21 18:05,Vanessa Yingling,MSSE,GILLEN,10.1249/MSS.0000000000002036,Low-Carbohydrate Training Increases Protein Requirements of Endurance Athletes,Applied exercise physiology (human),No,Yes,1,Full support,"we hypothesized that commencing endurance exercise with low CHO availability would increase phenylalanine oxidation (the reciprocal of protein synthesis) during exercise recovery, which would reflect a heightened protein requirement after training.","our results demonstrate that performing endurance exercise with low-CHO availability increases the oxidation of our indicator amino acid after exercise, which suggests an increased dietary protein requirement during postexercise recovery.",Yes,No,No,,No,,No,Yes,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",8,No,"Sci_Cat MSSE choice, Effect_size resolved-%change, Hyp- SH looking for “hypoth” in discussion, P-resolved, exact due to p<0.05 in figures are exact in text. RCT yes since cross over design. Clin Trial- not sure a health outcome"
4/8/21 17:30,4/8/21 17:36,Vanessa Yingling,MSSE,SHIH,10.1249/MSS.0000000000001963,Lower Extremity Stiffness Predicts Ground Reaction Force Loading Rate in Heel Strike Runners,Biomechanics,No,Yes,2,Full support,We hypothesized that there would be a positive relationship between lower extremity stiffness and average vGRF loading rate.,"Consistent with our first hypothesis, we found a strong positive relationship between lower extremity stiffness and average vGRF loading rate.",Yes,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",40,No,"Effect_size resolved-rvalues, agree on exact"
4/8/21 17:41,4/8/21 17:46,Vanessa Yingling,MSSE,GILLET,10.1249/MSS.0000000000002079,Lower Trapezius Weakness and Shoulder Complex Biomechanics during the Tennis Serve,Biomechanics,No,Yes,1,Unclear or not stated,We hypothesized that decreased LT strength (caused by selective fatigue) would be compensated for by increased upper trapezius activity.,UNCLEAR,Yes,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",13,No,"VY literal interpretatin for p values, Hyp CRM agree that wording in discussion vague ( anterior muscle activation etc), N 2 participants removed due to bad EMG"
4/8/21 17:51,4/8/21 17:53,Vanessa Yingling,MSSE,SMEETS,10.1249/MSS.0000000000001998,Match Play–induced Changes in Landing Biomechanics with Special Focus on Fatigability,Biomechanics,No,Yes,1,Not supported,We hypothesized that athletes who experience more fatigue after a fixed match play demand protocol would also show movement patterns that involve greater risk for lower limb injuries.,This lack of movement alterations with match-related fatigue leads to rejection of the hypothesis that a fixed match play simulation protocol influences overall movement patterns.,Yes,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",18,No,"Effect_size resolved, HYP- after discussion based opinion on first statement in discussion, don’t see N just, should be exact based on p<0.001"
4/11/21 11:56,4/11/21 12:04,Vanessa Yingling,MSSE,BRESLOW,10.1249/MSS.0000000000002068,"Medical Tent Utilization at 10-km Road Races: Injury, Illness, and Influencing Factors",Clinical research,No,No,,,,,Yes,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",562,No,"Sci_Cat MSSE choice, Effect_size resolved, Clin_trial based on def agree, Pval_sig resolved, sig_level in the discussion which was rare, N after discussion decided on 562 medical encounters"
4/11/21 12:07,4/11/21 12:12,Vanessa Yingling,MSSE,HIGHTON,10.1249/MSS.0000000000001985,Microparticle Responses to Aerobic Exercise and Meal Consumption in Healthy Men,Applied exercise physiology (human),No,Yes,1,Partial support,"It is hypothesized that running will increase circulating MP numbers but reduce their TF expression, which will persist after the subsequent meal consumption and recovery period.","There were no exercise-dependent effects observed in total MP number, and no changes were seen in any of the MP phenotype-specific numbers. However, exercise induced a reduction in the percentage of platelet- and neutrophil-derived MP that express TF.",Yes,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",15,Yes,Hyp- after discussion agree on partial based on statement provided. Gpower used
4/11/21 12:12,4/11/21 12:20,Vanessa Yingling,MSSE,MIYAMOTO,10.1249/MSS.0000000000002024,Muscle Stiffness of the Vastus Lateralis in Sprinters and Long-Distance Runners,Biomechanics,No,Yes,1,Partial support,"Therefore, we hypothesized that muscle shear wave speed, at least under active conditions, is positively associated with sprinting/running performance in both sprinters and long-distance runners.","We found, using ultrasound SWE, that both passive and active VL shear wave speeds are high in long-distance runners and low in sprinters. This is partly in agreement with our first hypothesis, although significant differences between the CON group and the SPR or LDR group were not always observed.",Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p < .001,"Yes (e.g., total and group sample sizes provided)",63,Yes,"Sci_Cat majority choice, Effect_size resolved, Hyp SH agree with partial although the authors also state this ""this result is opposite to our hypothesis."", apriori samle size calculation was done. VY & CRM missed the 2 other groups. "
4/11/21 18:14,4/11/21 18:46,Vanessa Yingling,MSSE,WASFY,10.1249/MSS.0000000000002022,Myocardial Adaptations to Competitive Swim Training,Applied exercise physiology (human),No,Yes,2,Full support,We hypothesized that the volume-loading nature of swimming would result in an eccentric form of LV remodeling defined by LV dilation without significant LV wall thickening,"our data establish a causal relationship between competitive swim training and cardiac remodeling characterized by significant dilation of the LV cavity, relatively minimal concomitant LV wall thickening,",No,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p <.05,Partial (some information missing),17,No,"Sci_Cat majority choice, Effect_size resolved, VY had incorrect sample size. , Hyp- SH looking for “hypoth” in discussion"
4/11/21 20:49,4/11/21 20:53,Vanessa Yingling,MSSE,FIORENZA,10.1249/MSS.0000000000001959,Neuromuscular Fatigue andMetabolismduring High-Intensity Intermittent Exercise,Applied exercise physiology (human),No,Yes,1,Full support,We hypothesized that the protocol including multiple long-sprints would induce a greater decline in performance and a higher degree of neuromuscular fatigue in association with more marked muscle metabolic perturbations compared with the protocol comprising multiple short-sprints.,"Themajor findings of the present study were that the greater impairments in performance attained during multiple longsprint (LS) exercise were associated with a greater preexercise to postexercise decline in MVC and peak twitch force compared with multiple short-sprint (SS) exercise, whereas voluntary activation level decreased similarly in SS and LS.",Yes,No,No,,No,,No,yes,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",11,No,"Effect_size resolved, Hyp- SH looking for “hypoth” in discussion, N from text or graphs???, based on 0.001 p is exact"
4/11/21 20:55,4/11/21 21:01,Vanessa Yingling,MSSE,EVANS,10.1249/MSS.0000000000002065,No Benefit of Ingestion of a Ketone Monoester Supplement on 10-km Running Performance,Applied exercise physiology (human),No,No,,,,,Yes,Yes,No,,No,,No,Yes,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",8,Yes,"Sci_Cat MSSE choice, Effect_size resolved, pvalue CRM and VY were literal, RCT agree, considered other studies for sample sizes."
4/11/21 21:28,4/11/21 21:33,Vanessa Yingling,MSSE,MODARRESS-SADEGHI,10.1249/MSS.0000000000001962,Objectively Measured Physical Activity Is Associated with Vertebral Size in Midlife,Clinical research,No,Yes,1,Full support,We hypothesized that higher levels of moderate to vigorous PA would be associated with larger vertebral CSA.,This study showed a positive association between moderate to vigorous PA and vertebral size in both sexes,Yes,No,No,,No,,No,No,Yes,No,,,,"Yes (e.g., total and group sample sizes provided)",1202,No,"Sci_Cat MSSE choice, Effect_size resolved-Beta coefficients, Methods says sign at 0.05 but no p values in results"
4/11/21 21:37,4/11/21 21:40,Vanessa Yingling,MSSE,SHAD,10.1249/MSS.0000000000002034,One Week of Step Reduction Lowers Myofibrillar Protein Synthesis Rates in Young Men,Applied exercise physiology (human),No,Yes,1,Full support,It was hypothesized that 1 wk of reduced physical activity and increased sedentary time would reduce daily myofibrillar protein synthesis rates.,The major novel finding of the present study was that 1 wk of reduced physical activity and increased sedentary time led to a substantial (~27%) decline in daily myofibrillar protein synthesis rates.,Yes,No,Yes,NCT02624011,No,,No,No,Yes,Yes,Yes,"Relative (e.g., p < .05)",p <.05,"Yes (e.g., total and group sample sizes provided)",11,Yes,"Sci_Cat majority choice, Effect_size resolved, Hyp SH missed hyp, SH missed pre-reg, Clin_trial based on def agree, N based on previous research"
4/11/21 21:48,4/11/21 21:51,Vanessa Yingling,MSSE,MALTAIS,10.1249/MSS.0000000000002030,"One-Year Lifestyle Intervention, Muscle Lipids, and Cardiometabolic Risk",Clinical research,No,Yes,2,Partial support,we hypothesized that our subjects would undergo a decrease in LAM areas accompanied by improvements in indices of the plasma lipoprotein–lipid profile and glucose-insulin homeostasis.,The relatively low intensity of the physical activity intervention as well as the moderate calorie restriction associated with the nutritional component of the program are two factors explaining the decrease in all LAM values observed in our study despite an increase in physical activity.,Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p <.05,"Yes (e.g., total and group sample sizes provided)",102,No,"Sci_Cat majority choice, Effect_size resolved, Hyp after discussion agreed on partial"
4/11/21 21:57,4/11/21 21:58,Vanessa Yingling,MSSE,BUSKARD,10.1249/MSS.0000000000002038,Optimal Approach to Load Progressions during Strength Training in Older Adults,Applied exercise physiology (human),No,No,,,,,Yes,Yes,No,,No,,No,Yes,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p <.05,"Yes (e.g., total and group sample sizes provided)",73,Yes,"Sci_Cat majority choice, Effect_size resolved, N based on Fig 1 73, mix since p<0.001 is exact, Pval_sig resolved"
4/11/21 22:05,4/11/21 22:08,Vanessa Yingling,MSSE,HUANG,10.1249/MSS.0000000000001988,Overactivation of the Reward System and Deficient Inhibition in Exercise Addiction,Sport/exercise psychology,No,Yes,2,Full support,"We predicted that exercisers (exercise addicts and regular exercisers) would be more sensitive to exercise-related stimuli than exercise avoiders and that exercisers would exhibit shorter reaction times (RT) in the go task compared with exercise avoiders, and exercise addicts would exhibit lower accuracy (ACC) in impulse no-go task compared with nonaddicts (regular exercisers and exercise avoiders).","Accordingly, sensitivity to exercise-related stimuli among exercise addicts is indicative of overactivation of the reward system, which sup- ports our first hypothesis. Moreover, the same results were ob- served in regular exercisers as well as exercise addicts, which supports our second hypothesis that exposure to exercise is re- lated to increased appetence for exercise-related stimuli through alteration of the brain reward system.",Yes,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",49,No,"Sci_Cat majority choice, Effect_size resolved, Hyp VY missed support, exact based on p<0.001"
4/12/21 7:53,4/12/21 7:56,Vanessa Yingling,MSSE,FOULKES,10.1249/MSS.0000000000001970,Persistent Impairment in Cardiopulmonary Fitness after Breast Cancer Chemotherapy,Clinical research,No,Yes,1,Full support,"We hypothesize that the acute reductions inV˙ O2peak associated with AC persist beyond therapy, and that this coincides with evolving impairment in cardiac function",we have shown that the sustained reduction inV˙ O2peak observed at 16 months is associated with an evolving impairment in cardiac function that is most evident using exercise measures of cardiac function.,Yes,Yes,Yes,ACTRN12616001602415,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p <.05,"Yes (e.g., total and group sample sizes provided)",17,No,"Sci_Cat majority choice, Effect_size resolved,Hyp- SH looking for “hypoth” in discussion, vy missed prereg in abstract, RCT-non randomized, final N in table and results"
4/12/21 7:59,4/12/21 8:09,Vanessa Yingling,MSSE,SHAABAN,10.1249/MSS.0000000000001952,Physical Activity and Cerebral Small Vein Integrity in Older Adults,Applied exercise physiology (human),No,Yes,1,Partial support,"we hypothesized that the PA intervention would be associated with less morphological change of deep medullary veins (e.g., less tortuosity) and less accrual of white matter hyperintensities (WMH) and microbleeds",The results indicated lower tortuosity and increased numbers of vessels &lt;0.6 mm in diameter in the high PA group versus low PA group,Yes,Yes,No,,No,,No,Yes,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",24,No,"Sci_Cat MSSE choice, Effect_size resolved, Hyp agreed on partial since microbleeds were not lowered. N-resolved using number completed- very confusing in methods but final N in results"
4/12/21 8:12,4/12/21 8:16,Vanessa Yingling,MSSE,MESSONNIER,10.1249/MSS.0000000000001993,Physiological Evaluation for Endurance Exercise Prescription in Sickle Cell Disease,Clinical research,No,Yes,3,Full support,"we hypothesized/posited that (i) stopping an incremental exercise as soon as [lactate]b reaches 4 mmol·L−1 does not elicit maximal exertion/exhaustion of patients, drastically decrease SpO2, lead to potentially harmful [lactate]b (&gt;7 mmol·L−1 postexercise) and induce complications; (ii) the proposed protocol is useful to determine LT1, which delineates patients’ physical ability; and (iii) an individually tailored 30-min endurance exercise is feasible for the patients and does not induce major drifts in [lactate]b and SpO2, so that the proposed endurance exercise may appear safe.",The first main finding of the present study was that they proposed strategy of submaximal incremental exercise allowed safe assessment of physical ability in SCD patients. ,No,Yes,Yes,NCT02571088,No,,No,No,Yes,No,,,,"Yes (e.g., total and group sample sizes provided)",20,No,"Effect_size resolved, Hyp agreed with CRM on 3 hyp since used (i) Pval_sig resolved no P value in results"
4/12/21 8:18,4/12/21 8:24,Vanessa Yingling,MSSE,FERGUSON,10.1249/MSS.0000000000001997,Physiological Responses of Male and Female Race Car Drivers during Competition,Applied exercise physiology (human),No,No,,,,,Yes,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",12,No,"Sci_Cat majority choice, Effect_size resolved, Pval_sig resolved, exact since p<0.001 is exact"
4/12/21 8:26,4/12/21 8:30,Vanessa Yingling,MSSE,SUTTERFIELD,10.1249/MSS.0000000000001980,Prediction of Planetary Mission Task Performance for Long-Duration Spaceflight,Applied exercise physiology (human),No,No,,,,,Yes,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",45,No,"Sci_Cat majority choice, Effect_size resolved, exact based p<0.001"
4/12/21 17:07,4/12/21 17:23,Vanessa Yingling,MSSE,JONVIK,10.1249/MSS.0000000000002028,Protein Supplementation Does Not Augment Adaptations to Endurance Exercise Training,Applied exercise physiology (human),No,Yes,1,Not supported,We hypothesized that supplementation with protein as opposed to a placebo leads to greater improvements in V˙ O2max and endurance exercise performance after 12 wk of endurance exercise training.,"Although the study showed robust improvements inV˙ O2max, 10-km time trial performance, and muscular endurance after 12 wk of endurance exercise training, these adaptations were not further augmented by supplementing ~30 g of protein after exercise and before sleep",Yes,Yes,Yes,NTR6691,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",60,Yes,"Sci_Cat majority choice, Effect_size resolved, N_just-gpower, Hyp- SH looking for “hypoth” in discussion, SH missed prereg, pvalue CRM and VY were literal, Pval_sig resolved"
4/12/21 17:29,4/12/21 17:34,Vanessa Yingling,MSSE,BHAMMAR,10.1249/MSS.0000000000002061,Quantification of Cardiorespiratory Fitness in Children with Obesity,Applied exercise physiology (human),No,Yes,1,Not supported,We hypothesized that predicted V̇O2max measurements based on LBM and predicted BM would be less influenced by fat mass and would better identify exercise-impaired children with obesity than cardiorespiratory fitness measurements based on measured BM.,"Our findings suggested that V. O2 max quantified relative to BM (i.e., mL·kg−1⋅min−1) was significantly influenced by fat mass and, thus, may not be suitable for quantifying cardiorespiratory fitness in children with obesity. ",Yes,No,No,,No,,No,No,Yes,Yes,Yes,"Exact (e.g., p = .049)",,"Yes (e.g., total and group sample sizes provided)",53,No,"Sci_Cat MSSE choice, Effect_size resolved, Hyp- SH looking for “hypoth” in discussion, pvalue CRM and VY were literal"
4/12/21 17:37,4/12/21 17:42,Vanessa Yingling,MSSE,MOREL,10.1249/MSS.0000000000002080,Reduced Active Muscle Stiffness after Intermittent Submaximal Isometric Contractions,Biomechanics,No,Yes,1,Full support,we hypothesized that the index of active muscle stiffness would be reduced in the presence of fatigue.,"stiffness index decreased after the fatiguing exercise, demonstrating that active muscle stiffness is decreased after a fatiguing task involving intermittent submaximal isometric contractions.",Yes,No,No,,No,,No,No,Yes,Yes,Yes,A mix: some exact and relative p-value(s),p <.05,"Yes (e.g., total and group sample sizes provided)",19,No,"Hyp- SH looking for “hypoth” in discussion, p<0.037 in results"
